county,state,fips,code,flag,population
Giles,Tennessee,47055,TN, ,29464
Baker,Florida,12003,FL, ,29210
Park,Wyoming,56029,WY, ,29194
Palo Pinto,Texas,48363,TX, ,29189
Mason,Michigan,26105,MI, ,29144
Dunklin,Missouri,29069,MO, ,29131
Neshoba,Mississippi,28099,MS, ,29118
Morgan,Colorado,8087,CO, ,29068
Fredericksburg city,Virginia,51630,VA, ,29036
Stoddard,Missouri,29207,MO, ,29025
Garrett,Maryland,24023,MD, ,29014
Custer,Oklahoma,40039,OK, ,29003
Marion,Tennessee,47115,TN, ,28907
Orange,Vermont,50017,VT, ,28892
Le Sueur,Minnesota,27079,MN, ,28887
Grimes,Texas,48185,TX, ,28880
San Jacinto,Texas,48407,TX, ,28859
Union,Mississippi,28145,MS, ,28815
Hancock,West Virginia,54029,WV, ,28810
Caddo,Oklahoma,40015,OK, ,28762
Jones,Georgia,13169,GA, ,28735
Randolph,West Virginia,54083,WV, ,28695
Wythe,Virginia,51197,VA, ,28684
Logan,Illinois,17107,IL, ,28618
Cherokee,North Carolina,37039,NC, ,28612
Jackson,West Virginia,54035,WV, ,28576
Meade,Kentucky,21163,KY, ,28572
Ellis,Kansas,20051,KS, ,28553
Dinwiddie,Virginia,51053,VA, ,28544
McPherson,Kansas,20113,KS, ,28542
Marion,Missouri,29127,MO, ,28530
Fayette,Ohio,39047,OH, ,28525
Montgomery,Illinois,17135,IL, ,28414
Alpena,Michigan,26007,MI, ,28405
Glenn,California,6021,CA, ,28393
Carroll,Arkansas,5015,AR, ,28380
Meade,South Dakota,46093,SD, ,28332
Ripley,Indiana,18137,IN, ,28324
Tate,Mississippi,28137,MS, ,28321
Wells,Indiana,18179,IN, ,28296
Van Wert,Ohio,39161,OH, ,28275
Hocking,Ohio,39073,OH, ,28264
Bradford,Florida,12007,FL, ,28201
Leflore,Mississippi,28083,MS, ,28183
Montgomery,Kentucky,21173,KY, ,28157
Scott,Mississippi,28123,MS, ,28124
Henderson,Tennessee,47077,TN, ,28117
Winchester city,Virginia,51840,VA, ,28078
Copiah,Mississippi,28029,MS, ,28065
Washington,Indiana,18175,IN, ,28036
Codington,South Dakota,46029,SD, ,28009
Del Norte,California,6015,CA, ,27812
Pike,Ohio,39131,OH, ,27772
Carroll,Tennessee,47017,TN, ,27767
Currituck,North Carolina,37053,NC, ,27763
Jennings,Indiana,18079,IN, ,27735
Garvin,Oklahoma,40049,OK, ,27711
Adams,Ohio,39001,OH, ,27698
Door,Wisconsin,55029,WI, ,27668
Lincoln,Wisconsin,55069,WI, ,27593
Monroe,Georgia,13207,GA, ,27578
Peach,Georgia,13225,GA, ,27546
Elmore,Idaho,16039,ID, ,27511
De Soto,Louisiana,22031,LA, ,27463
White,Tennessee,47185,TN, ,27345
Union,South Carolina,45087,SC, ,27316
San Miguel,New Mexico,35047,NM, ,27277
Fluvanna,Virginia,51065,VA, ,27270
Edgefield,South Carolina,45037,SC, ,27260
Ashe,North Carolina,37009,NC, ,27203
Montgomery,North Carolina,37123,NC, ,27173
Iroquois,Illinois,17075,IL, ,27114
Logan,Kentucky,21141,KY, ,27102
Orleans,Vermont,50019,VT, ,27037
Tillamook,Oregon,41057,OR, ,27036
Henry,Ohio,39069,OH, ,27006
Grant,New Mexico,35017,NM, ,26998
Gillespie,Texas,48171,TX, ,26988
Hardee,Florida,12049,FL, ,26937
Carroll,Ohio,39019,OH, ,26914
Mineral,West Virginia,54057,WV, ,26868
King George,Virginia,51099,VA, ,26836
Union,Oregon,41061,OR, ,26835
Toombs,Georgia,13279,GA, ,26830
Carter,Kentucky,21043,KY, ,26797
Wyoming,Pennsylvania,42131,PA, ,26794
Uvalde,Texas,48463,TX, ,26741
Woodford,Kentucky,21239,KY, ,26734
Elbert,Colorado,8039,CO, ,26729
Juneau,Wisconsin,55057,WI, ,26687
Wasco,Oregon,41065,OR, ,26682
Cibola,New Mexico,35006,NM, ,26675
Simpson,Mississippi,28127,MS, ,26658
Russell,Virginia,51167,VA, ,26586
Johnson,Arkansas,5071,AR, ,26578
Decatur,Indiana,18031,IN, ,26559
Mason,West Virginia,54053,WV, ,26516
Oceana,Michigan,26127,MI, ,26467
West Baton Rouge,Louisiana,22121,LA, ,26465
Grayson,Kentucky,21085,KY, ,26427
Decatur,Georgia,13087,GA, ,26404
Upson,Georgia,13293,GA, ,26320
Lewis,New York,36049,NY, ,26296
Mille Lacs,Minnesota,27095,MN, ,26277
Geneva,Alabama,1061,AL, ,26271
Cass,Nebraska,31025,NE, ,26248
Boone,Iowa,19015,IA, ,26234
Clay,Indiana,18021,IN, ,26225
Hart,Georgia,13147,GA, ,26205
Cherokee,Alabama,1019,AL, ,26196
Fannin,Georgia,13111,GA, ,26188
Montezuma,Colorado,8083,CO, ,26183
Charlevoix,Michigan,26029,MI, ,26143
Marlboro,South Carolina,45069,SC, ,26118
Dawson,Georgia,13085,GA, ,26108
Bell,Kentucky,21013,KY, ,26032
Harlan,Kentucky,21095,KY, ,26010
Stephens,Georgia,13257,GA, ,25925
Lawrence,South Dakota,46081,SD, ,25844
Barton,Kansas,20009,KS, ,25779
Taylor,Kentucky,21217,KY, ,25769
Perry,Kentucky,21193,KY, ,25758
McNairy,Tennessee,47109,TN, ,25694
Hardin,Tennessee,47071,TN, ,25652
Benton,Iowa,19011,IA, ,25645
Routt,Colorado,8107,CO, ,25638
Lauderdale,Tennessee,47097,TN, ,25633
Allen,Louisiana,22003,LA, ,25627
Miller,Missouri,29131,MO, ,25619
Somerset,Maryland,24039,MD, ,25616
Franklin,Kansas,20059,KS, ,25544
Lyon,Minnesota,27083,MN, ,25474
Washington,Florida,12133,FL, ,25473
Gladwin,Michigan,26051,MI, ,25449
Posey,Indiana,18129,IN, ,25427
Texas,Missouri,29215,MO, ,25398
Audrain,Missouri,29007,MO, ,25388
Teller,Colorado,8119,CO, ,25388
Lamoille,Vermont,50015,VT, ,25362
Fayette,Texas,48149,TX, ,25346
Adair,Missouri,29001,MO, ,25343
Salem city,Virginia,51775,VA, ,25301
Tattnall,Georgia,13267,GA, ,25286
Cheboygan,Michigan,26031,MI, ,25276
Shelby,Texas,48419,TX, ,25274
Dickinson,Michigan,26043,MI, ,25239
Hickman,Tennessee,47081,TN, ,25178
Plymouth,Iowa,19149,IA, ,25177
Iosco,Michigan,26069,MI, ,25127
Prentiss,Mississippi,28117,MS, ,25126
Sunflower,Mississippi,28133,MS, ,25110
Grant,Kentucky,21081,KY, ,25069
Bremer,Iowa,19017,IA, ,25062
Hardeman,Tennessee,47069,TN, ,25050
Brown,Minnesota,27015,MN, ,25008
St. Francis,Arkansas,5123,AR, ,24994
Butts,Georgia,13035,GA, ,24936
Staunton city,Virginia,51790,VA, ,24932
Cleburne,Arkansas,5023,AR, ,24919
Yates,New York,36123,NY, ,24913
Churchill,Nevada,32001,NV, ,24909
Morehouse,Louisiana,22067,LA, ,24874
Milam,Texas,48331,TX, ,24823
Chattooga,Georgia,13055,GA, ,24789
Juniata,Pennsylvania,42067,PA, ,24763
Randolph,Missouri,29175,MO, ,24748
Washington,Missouri,29221,MO, ,24730
Barbour,Alabama,1005,AL, ,24686
Otsego,Michigan,26137,MI, ,24668
Randolph,Indiana,18135,IN, ,24665
Todd,Minnesota,27153,MN, ,24664
Jefferson,Oregon,41031,OR, ,24658
Grady,Georgia,13131,GA, ,24633
Macon,Tennessee,47111,TN, ,24602
Marion,Mississippi,28091,MS, ,24573
Manistee,Michigan,26101,MI, ,24558
Lincoln,Kentucky,21137,KY, ,24549
Jackson,Oklahoma,40065,OK, ,24530
Abbeville,South Carolina,45001,SC, ,24527
Union,Georgia,13291,GA, ,24511
George,Mississippi,28039,MS, ,24500
Nicholas,West Virginia,54067,WV, ,24496
Rowan,Kentucky,21205,KY, ,24460
Anson,North Carolina,37007,NC, ,24446
Waushara,Wisconsin,55137,WI, ,24443
Jerome,Idaho,16053,ID, ,24412
Crook,Oregon,41013,OR, ,24404
Pottawatomie,Kansas,20149,KS, ,24383
Seminole,Oklahoma,40133,OK, ,24258
Upshur,West Virginia,54097,WV, ,24176
White,Indiana,18181,IN, ,24102
Cassia,Idaho,16031,ID, ,24030
Fairfax city,Virginia,51600,VA, ,24019
Roscommon,Michigan,26143,MI, ,24019
Ohio,Kentucky,21183,KY, ,23994
Payette,Idaho,16075,ID, ,23951
Crawford,Missouri,29055,MO, ,23920
Page,Virginia,51139,VA, ,23902
Sabine,Louisiana,22085,LA, ,23884
Scott,Indiana,18143,IN, ,23873
Goochland,Virginia,51075,VA, ,23753
Luna,New Mexico,35029,NM, ,23709
Iowa,Wisconsin,55049,WI, ,23678
Hertford,North Carolina,37091,NC, ,23677
Winston,Alabama,1133,AL, ,23629
Clarke,Alabama,1025,AL, ,23622
Dawson,Nebraska,31047,NE, ,23595
Poinsett,Arkansas,5111,AR, ,23528
Aransas,Texas,48007,TX, ,23510
Saline,Illinois,17165,IL, ,23491
Teton,Wyoming,56039,WY, ,23464
Osceola,Michigan,26133,MI, ,23460
Columbia,Arkansas,5027,AR, ,23457
Limestone,Texas,48293,TX, ,23437
Mingo,West Virginia,54059,WV, ,23424
Lee,Virginia,51105,VA, ,23423
Itawamba,Mississippi,28057,MS, ,23390
Hood River,Oregon,41027,OR, ,23382
Ouachita,Arkansas,5103,AR, ,23382
Franklin,Georgia,13119,GA, ,23349
Antrim,Michigan,26009,MI, ,23324
Grainger,Tennessee,47057,TN, ,23320
Meeker,Minnesota,27093,MN, ,23222
Plaquemines,Louisiana,22075,LA, ,23197
Panola,Texas,48365,TX, ,23194
Hampshire,West Virginia,54027,WV, ,23175
Bandera,Texas,48019,TX, ,23112
Fayette,Indiana,18041,IN, ,23102
New Kent,Virginia,51127,VA, ,23091
Hockley,Texas,48219,TX, ,23021
Blaine,Idaho,16013,ID, ,23021
Ray,Missouri,29177,MO, ,23018
Starke,Indiana,18149,IN, ,22995
Houston,Texas,48225,TX, ,22968
Curry,Oregon,41015,OR, ,22925
Meigs,Ohio,39105,OH, ,22907
McDonald,Missouri,29119,MO, ,22837
Sumner,Kansas,20191,KS, ,22836
Yankton,South Dakota,46135,SD, ,22814
Prince Edward,Virginia,51147,VA, ,22802
Leake,Mississippi,28079,MS, ,22786
Menominee,Michigan,26109,MI, ,22780
Saline,Missouri,29195,MO, ,22761
Franklin,Indiana,18047,IN, ,22758
Anderson,Kentucky,21005,KY, ,22747
Randolph,Alabama,1111,AL, ,22722
Emanuel,Georgia,13107,GA, ,22646
Waynesboro city,Virginia,51820,VA, ,22630
Caswell,North Carolina,37033,NC, ,22604
Asotin,Washington,53003,WA, ,22582
Rockbridge,Virginia,51163,VA, ,22573
Hopewell city,Virginia,51670,VA, ,22529
Pacific,Washington,53049,WA, ,22471
Martin,North Carolina,37117,NC, ,22440
Klickitat,Washington,53039,WA, ,22425
Logan,Colorado,8075,CO, ,22409
Bibb,Alabama,1007,AL, ,22394
Grant,Louisiana,22043,LA, ,22389
Burke,Georgia,13033,GA, ,22383
Crisp,Georgia,13081,GA, ,22372
Fairfield,South Carolina,45039,SC, ,22347
Clark,Arkansas,5019,AR, ,22320
Overton,Tennessee,47133,TN, ,22241
Vilas,Wisconsin,55125,WI, ,22195
Adair,Oklahoma,40001,OK, ,22194
Johnson,Kentucky,21115,KY, ,22188
Coahoma,Mississippi,28027,MS, ,22124
Putnam,Georgia,13237,GA, ,22119
Union,Louisiana,22111,LA, ,22108
Mahaska,Iowa,19123,IA, ,22095
Nodaway,Missouri,29147,MO, ,22092
Scott,Tennessee,47151,TN, ,22068
Tippah,Mississippi,28139,MS, ,22015
Washington,Iowa,19183,IA, ,21965
Brooke,West Virginia,54009,WV, ,21939
Mercer,Kentucky,21167,KY, ,21933
Assumption,Louisiana,22007,LA, ,21891
Gray,Texas,48179,TX, ,21886
Mitchell,Georgia,13205,GA, ,21863
Beckham,Oklahoma,40009,OK, ,21859
Henry,Missouri,29083,MO, ,21824
Llano,Texas,48299,TX, ,21795
Jersey,Illinois,17083,IL, ,21773
Wyandot,Ohio,39175,OH, ,21772
Leelanau,Michigan,26089,MI, ,21761
Madison,North Carolina,37115,NC, ,21755
Pointe Coupee,Louisiana,22077,LA, ,21730
Tyler,Texas,48457,TX, ,21672
Shelby,Illinois,17173,IL, ,21634
Nobles,Minnesota,27105,MN, ,21629
Wabasha,Minnesota,27157,MN, ,21627
Sevier,Utah,49041,UT, ,21620
Saunders,Nebraska,31155,NE, ,21578
Taylor,Florida,12123,FL, ,21569
Scott,Virginia,51169,VA, ,21566
Letcher,Kentucky,21133,KY, ,21553
Colusa,California,6011,CA, ,21547
Hempstead,Arkansas,5057,AR, ,21532
Gage,Nebraska,31067,NE, ,21513
Colorado,Texas,48089,TX, ,21493
Gaines,Texas,48165,TX, ,21492
Hubbard,Minnesota,27057,MN, ,21491
Logan,Arkansas,5083,AR, ,21466
Boone,West Virginia,54005,WV, ,21457
Lampasas,Texas,48281,TX, ,21428
Seward,Kansas,20175,KS, ,21428
Morgan,Tennessee,47129,TN, ,21403
Willacy,Texas,48489,TX, ,21358
Yell,Arkansas,5149,AR, ,21341
Fayette,Illinois,17051,IL, ,21336
Allen,Kentucky,21003,KY, ,21315
McDuffie,Georgia,13189,GA, ,21312
Calhoun,Texas,48057,TX, ,21290
Jo Daviess,Illinois,17085,IL, ,21235
Buchanan,Iowa,19019,IA, ,21175
Meriwether,Georgia,13199,GA, ,21167
La Paz,Arizona,4012,AZ, ,21108
St. James,Louisiana,22093,LA, ,21096
Greene,North Carolina,37079,NC, ,21069
Fillmore,Minnesota,27045,MN, ,21067
Minidoka,Idaho,16067,ID, ,21039
Newton,Mississippi,28101,MS, ,21018
Buchanan,Virginia,51027,VA, ,21004
Ogemaw,Michigan,26129,MI, ,20997
Moore,Texas,48341,TX, ,20940
Hutchinson,Texas,48233,TX, ,20938
Dodge,Minnesota,27039,MN, ,20934
Perry,Illinois,17145,IL, ,20916
Barnwell,South Carolina,45011,SC, ,20866
Conway,Arkansas,5029,AR, ,20846
Gonzales,Texas,48177,TX, ,20837
Owen,Indiana,18119,IN, ,20799
Grenada,Mississippi,28043,MS, ,20758
Monroe,Alabama,1099,AL, ,20733
Washington,Nebraska,31177,NE, ,20729
Polk,North Carolina,37149,NC, ,20724
Stutsman,North Dakota,38093,ND, ,20704
Jones,Iowa,19105,IA, ,20681
Sullivan,Indiana,18153,IN, ,20669
Jackson,Wisconsin,55053,WI, ,20643
Morgan,Missouri,29141,MO, ,20627
Dodge,Georgia,13091,GA, ,20605
Vernon,Missouri,29217,MO, ,20563
DeKalb,Tennessee,47041,TN, ,20490
Breckinridge,Kentucky,21027,KY, ,20477
Saluda,South Carolina,45081,SC, ,20473
Carbon,Utah,49007,UT, ,20463
Jay,Indiana,18075,IN, ,20436
Kewaunee,Wisconsin,55061,WI, ,20434
Lincoln,West Virginia,54043,WV, ,20409
Wyoming,West Virginia,54109,WV, ,20394
Clinton,Missouri,29049,MO, ,20387
Washington,Georgia,13303,GA, ,20374
Chaffee,Colorado,8015,CO, ,20356
Taylor,Wisconsin,55119,WI, ,20343
Wayne,Kentucky,21231,KY, ,20333
Frio,Texas,48163,TX, ,20306
Spencer,Indiana,18147,IN, ,20277
Carroll,Indiana,18015,IN, ,20257
Worth,Georgia,13321,GA, ,20247
Uinta,Wyoming,56041,WY, ,20226
Adams,Wisconsin,55001,WI, ,20220
Woodward,Oklahoma,40153,OK, ,20211
Wayne,Mississippi,28153,MS, ,20183
Carroll,Iowa,19027,IA, ,20165
DeWitt,Texas,48123,TX, ,20160
Smith,Tennessee,47159,TN, ,20157
Lavaca,Texas,48285,TX, ,20154
Richland,Louisiana,22083,LA, ,20122
Jones,Texas,48253,TX, ,20083
Dakota,Nebraska,31043,NE, ,20026
Franklin,Louisiana,22041,LA, ,20015
Winneshiek,Iowa,19191,IA, ,19991
Adams,Washington,53001,WA, ,19983
Texas,Oklahoma,40139,OK, ,19983
Lincoln,Montana,30053,MT, ,19980
Fulton,Indiana,18049,IN, ,19974
Union,Tennessee,47173,TN, ,19972
Polk,Arkansas,5113,AR, ,19964
Henry,Iowa,19087,IA, ,19954
Cherokee,Kansas,20021,KS, ,19939
Duchesne,Utah,49013,UT, ,19938
Pickens,Alabama,1107,AL, ,19930
Clay,Kentucky,21051,KY, ,19901
Lincoln,Wyoming,56023,WY, ,19830
Greene,Virginia,51079,VA, ,19819
Montague,Texas,48337,TX, ,19818
Bourbon,Kentucky,21017,KY, ,19788
Davison,South Dakota,46035,SD, ,19775
Warren,North Carolina,37185,NC, ,19731
Freestone,Texas,48161,TX, ,19717
Martin,Minnesota,27091,MN, ,19683
Ashley,Arkansas,5003,AR, ,19657
Fayette,Iowa,19065,IA, ,19650
Orange,Indiana,18117,IN, ,19646
Buena Vista,Iowa,19021,IA, ,19620
Labette,Kansas,20099,KS, ,19618
Holmes,Florida,12059,FL, ,19617
McIntosh,Oklahoma,40091,OK, ,19596
Lincoln,New Mexico,35027,NM, ,19572
Long,Georgia,13183,GA, ,19559
Northampton,North Carolina,37131,NC, ,19483
Douglas,Illinois,17041,IL, ,19465
Pierce,Georgia,13229,GA, ,19465
Butler,Alabama,1013,AL, ,19448
Benton,Missouri,29015,MO, ,19443
Jackson,Iowa,19097,IA, ,19439
Kent,Maryland,24029,MD, ,19422
Berrien,Georgia,13019,GA, ,19397
Tishomingo,Mississippi,28141,MS, ,19383
Los Alamos,New Mexico,35028,NM, ,19369
Spencer,Kentucky,21215,KY, ,19351
Clay,Mississippi,28025,MS, ,19316
Morgan,Georgia,13211,GA, ,19276
Marion,Kentucky,21155,KY, ,19273
Concordia,Louisiana,22029,LA, ,19259
Banks,Georgia,13011,GA, ,19234
Hampton,South Carolina,45049,SC, ,19222
Adair,Kentucky,21001,KY, ,19202
Elbert,Georgia,13105,GA, ,19194
Langlade,Wisconsin,55067,WI, ,19189
Perry,Indiana,18123,IN, ,19169
Perry,Missouri,29157,MO, ,19136
East Feliciana,Louisiana,22037,LA, ,19135
Brantley,Georgia,13025,GA, ,19109
Lamar,Georgia,13171,GA, ,19077
Jefferson,Kansas,20087,KS, ,19043
Hart,Kentucky,21099,KY, ,19035
Pike,Georgia,13231,GA, ,18962
Bertie,North Carolina,37015,NC, ,18947
Green Lake,Wisconsin,55047,WI, ,18913
Harrison,Kentucky,21097,KY, ,18886
Marengo,Alabama,1091,AL, ,18863
Park,Colorado,8093,CO, ,18845
Plumas,California,6063,CA,s,18807
Andrews,Texas,48003,TX, ,18705
Bosque,Texas,48035,TX, ,18685
Paulding,Ohio,39125,OH, ,18672
Crawford,Illinois,17033,IL, ,18667
Covington,Mississippi,28031,MS, ,18636
Cedar,Iowa,19031,IA, ,18627
Waseca,Minnesota,27161,MN, ,18612
Houston,Minnesota,27055,MN, ,18600
Humphreys,Tennessee,47085,TN, ,18582
Gilchrist,Florida,12041,FL, ,18582
Simpson,Kentucky,21213,KY, ,18572
Deaf Smith,Texas,48117,TX, ,18546
Fentress,Tennessee,47049,TN, ,18523
Poweshiek,Iowa,19157,IA, ,18504
Roosevelt,New Mexico,35041,NM, ,18500
Madison,Florida,12079,FL, ,18493
Dickinson,Kansas,20041,KS, ,18466
Beadle,South Dakota,46005,SD, ,18453
Burleson,Texas,48051,TX, ,18443
Appling,Georgia,13001,GA, ,18386
Bethel Census Area,Alaska,2050,AK, ,18386
Eastland,Texas,48133,TX, ,18360
Stone,Mississippi,28131,MS, ,18336
Greene,Georgia,13133,GA, ,18324
Pike,Missouri,29163,MO, ,18302
Jefferson,Iowa,19101,IA, ,18295
Wright,Missouri,29229,MO, ,18289
Otero,Colorado,8089,CO, ,18278
Grant,Arkansas,5053,AR, ,18265
Radford city,Virginia,51750,VA, ,18249
Montour,Pennsylvania,42093,PA, ,18230
Drew,Arkansas,5043,AR, ,18219
Attala,Mississippi,28007,MS, ,18174
Gem,Idaho,16045,ID, ,18112
Yancey,North Carolina,37199,NC, ,18069
Macon,Alabama,1087,AL, ,18068
Inyo,California,6027,CA, ,18039
Kalkaska,Michigan,26079,MI, ,18038
Westmoreland,Virginia,51193,VA, ,18015
Young,Texas,48503,TX, ,18010
Randolph,Arkansas,5121,AR, ,17958
Winston,Mississippi,28159,MS, ,17955
Russell,Kentucky,21207,KY, ,17923
Ste. Genevieve,Missouri,29186,MO, ,17894
Morgan,West Virginia,54065,WV, ,17884
Unicoi,Tennessee,47171,TN, ,17883
Schuyler,New York,36097,NY, ,17807
Johnson,Tennessee,47091,TN, ,17788
Phillips,Arkansas,5107,AR, ,17782
Pitkin,Colorado,8097,CO, ,17767
Benzie,Michigan,26019,MI, ,17766
Franklin,Arkansas,5047,AR, ,17715
Andrew,Missouri,29003,MO, ,17712
Cooper,Missouri,29053,MO, ,17709
Hancock,Illinois,17067,IL, ,17708
Garrard,Kentucky,21079,KY, ,17666
Southampton,Virginia,51175,VA, ,17631
McDowell,West Virginia,54047,WV, ,17624
Patrick,Virginia,51141,VA, ,17608
San Juan,Washington,53055,WA, ,17582
Avery,North Carolina,37011,NC, ,17557
Clayton,Iowa,19043,IA, ,17549
Hughes,South Dakota,46065,SD, ,17526
Arkansas,Arkansas,5001,AR, ,17486
Manassas Park city,Virginia,51685,VA, ,17478
Gunnison,Colorado,8051,CO, ,17462
Sharp,Arkansas,5135,AR, ,17442
Leon,Texas,48289,TX, ,17404
Colonial Heights city,Virginia,51570,VA, ,17370
Dukes,Massachusetts,25007,MA, ,17332
Haywood,Tennessee,47075,TN, ,17304
Falls,Texas,48145,TX, ,17297
Chester,Tennessee,47023,TN, ,17297
Seward,Nebraska,31159,NE, ,17284
Cook,Georgia,13075,GA, ,17270
Dickinson,Iowa,19059,IA, ,17258
Richland,Wisconsin,55103,WI, ,17252
Lee,Texas,48287,TX, ,17239
McCreary,Kentucky,21147,KY, ,17231
Henry,Alabama,1067,AL, ,17205
Mariposa,California,6043,CA, ,17203
Edgar,Illinois,17045,IL, ,17161
King William,Virginia,51101,VA, ,17148
Buckingham,Virginia,51029,VA, ,17148
Rabun,Georgia,13241,GA, ,17137
Chickasaw,Mississippi,28017,MS, ,17103
New Madrid,Missouri,29143,MO, ,17076
Robertson,Texas,48395,TX, ,17074
Mason,Kentucky,21161,KY, ,17070
Delaware,Iowa,19055,IA, ,17011
Holmes,Mississippi,28051,MS, ,17010
Sevier,Arkansas,5133,AR, ,17007
Parke,Indiana,18121,IN, ,16937
Marshall,Oklahoma,40095,OK, ,16931
Dallas,Missouri,29059,MO, ,16878
Tama,Iowa,19171,IA, ,16854
Hardin,Iowa,19083,IA, ,16846
Warren,Illinois,17187,IL, ,16844
Polk,Tennessee,47139,TN, ,16832
Humboldt,Nevada,32013,NV, ,16831
Lee,South Carolina,45061,SC, ,16828
Dixie,Florida,12029,FL, ,16826
Crawford,Iowa,19047,IA, ,16820
Piscataquis,Maine,23021,ME, ,16785
Bristol city,Virginia,51520,VA, ,16762
Giles,Virginia,51071,VA, ,16720
Jackson,Arkansas,5067,AR, ,16719
Scurry,Texas,48415,TX, ,16703
Ben Hill,Georgia,13017,GA, ,16700
Taylor,West Virginia,54091,WV, ,16695
Rockcastle,Kentucky,21203,KY, ,16695
Marion,Arkansas,5089,AR, ,16694
Wayne,Tennessee,47181,TN, ,16673
Idaho,Idaho,16049,ID, ,16667
Lafayette,Wisconsin,55065,WI, ,16665
Union,Illinois,17181,IL, ,16653
Socorro,New Mexico,35053,NM, ,16637
Park,Montana,30067,MT, ,16606
Rush,Indiana,18139,IN, ,16581
Madison,Arkansas,5087,AR, ,16576
Sawyer,Wisconsin,55113,WI, ,16558
Van Buren,Arkansas,5141,AR, ,16545
Potter,Pennsylvania,42105,PA, ,16526
Hill,Montana,30041,MT, ,16484
Barbour,West Virginia,54001,WV, ,16441
Bond,Illinois,17005,IL, ,16426
Cross,Arkansas,5037,AR, ,16419
Lawrence,Arkansas,5075,AR, ,16406
Jasper,Mississippi,28061,MS, ,16383
Pawnee,Oklahoma,40117,OK, ,16376
Fountain,Indiana,18045,IN, ,16346
Piatt,Illinois,17147,IL, ,16344
Madison,Iowa,19121,IA, ,16338
Kanabec,Minnesota,27065,MN, ,16337
Washington,Alabama,1129,AL, ,16326
Fayette,Alabama,1057,AL, ,16302
Alamosa,Colorado,8003,CO, ,16233
Brunswick,Virginia,51025,VA, ,16231
Wayne,Illinois,17191,IL, ,16215
Iowa,Iowa,19095,IA, ,16184
Richland,North Dakota,38077,ND, ,16177
Bates,Missouri,29013,MO, ,16172
Benton,Tennessee,47005,TN, ,16160
Casey,Kentucky,21045,KY, ,16159
Moniteau,Missouri,29135,MO, ,16132
Crawford,Wisconsin,55023,WI, ,16131
Henry,Kentucky,21103,KY, ,16126
Baker,Oregon,41001,OR, ,16124
Dade,Georgia,13083,GA, ,16116
Atchison,Kansas,20005,KS, ,16073
Clay,Iowa,19041,IA, ,16016
Otoe,Nebraska,31131,NE, ,16012
Neosho,Kansas,20133,KS, ,16007
Reeves,Texas,48389,TX, ,15976
Osage,Kansas,20139,KS, ,15949
Union,South Dakota,46127,SD, ,15932
Smith,Mississippi,28129,MS, ,15916
Appomattox,Virginia,51011,VA, ,15911
Lewis,West Virginia,54041,WV, ,15907
Aitkin,Minnesota,27001,MN, ,15886
Telfair,Georgia,13271,GA, ,15860
Pecos,Texas,48371,TX, ,15823
Pemiscot,Missouri,29155,MO, ,15805
Kingfisher,Oklahoma,40073,OK, ,15765
Floyd,Virginia,51063,VA, ,15749
Jackson,Louisiana,22049,LA, ,15744
Grand,Colorado,8049,CO, ,15734
Washburn,Wisconsin,55129,WI, ,15720
Lawrence,Illinois,17101,IL, ,15678
Claiborne,Louisiana,22027,LA, ,15670
Floyd,Iowa,19067,IA, ,15642
De Witt,Illinois,17039,IL, ,15638
Karnes,Texas,48255,TX, ,15601
Marquette,Wisconsin,55077,WI, ,15574
Dent,Missouri,29065,MO, ,15573
West Feliciana,Louisiana,22125,LA, ,15568
Ashland,Wisconsin,55003,WI, ,15562
Pike,Illinois,17149,IL, ,15561
Grayson,Virginia,51077,VA, ,15550
Clarke,Mississippi,28023,MS, ,15541
Richland,Illinois,17159,IL, ,15513
Vermillion,Indiana,18165,IN, ,15498
Torrance,New Mexico,35057,NM, ,15461
Brooks,Georgia,13027,GA, ,15457
Clark,Illinois,17023,IL, ,15441
Mercer,Illinois,17131,IL, ,15437
Burnett,Wisconsin,55013,WI, ,15414
Jefferson,Georgia,13163,GA, ,15362
Lawrence,Kentucky,21127,KY, ,15317
San Juan,Utah,49037,UT, ,15308
Oglethorpe,Georgia,13221,GA, ,15259
Union,Florida,12125,FL, ,15237
Nottoway,Virginia,51135,VA, ,15232
Livingston,Missouri,29117,MO, ,15227
Gooding,Idaho,16047,ID, ,15179
Redwood,Minnesota,27127,MN, ,15170
Roseau,Minnesota,27135,MN, ,15165
Tipton,Indiana,18159,IN, ,15148
Missaukee,Michigan,26113,MI, ,15118
Macon,Missouri,29121,MO, ,15117
Jeff Davis,Georgia,13161,GA, ,15115
Mills,Iowa,19129,IA, ,15109
Page,Iowa,19145,IA, ,15107
Brown,Indiana,18013,IN, ,15092
Wetzel,West Virginia,54103,WV, ,15065
Bledsoe,Tennessee,47007,TN, ,15064
Harrison,Ohio,39067,OH, ,15040
Bayfield,Wisconsin,55007,WI, ,15036
Sequatchie,Tennessee,47153,TN, ,15026
McKenzie,North Dakota,38053,ND, ,15024
Mitchell,North Carolina,37121,NC, ,14964
Williamsburg city,Virginia,51830,VA, ,14954
Nelson,Virginia,51125,VA, ,14930
Cleburne,Alabama,1029,AL, ,14910
LaSalle,Louisiana,22059,LA, ,14892
Arenac,Michigan,26011,MI, ,14883
Sibley,Minnesota,27143,MN, ,14865
Alleghany,Virginia,51005,VA, ,14860
Kossuth,Iowa,19109,IA, ,14813
